question_type,scene_number,seed,question,answer,object_id,container_id
1,23,492060130,Please tell me how many heads of lettuce are around here?,1,8,21
1,23,282669071,There are between 0 and 3 heads of lettuce in the room. How many are there?,2,8,21
1,23,246294837,There are between 0 and 3 heads of lettuce in the room. How many are there?,3,8,21
1,23,151796597,Please tell me how many tomatoes there are somewhere in the room?,0,6,21
1,23,977318170,How many tomatoes are there in the room?,1,6,21
1,23,233504254,Please tell me how many tomatoes are around here?,2,6,21
1,23,665664994,How many tomatoes are there in the room?,3,6,21
1,23,204700878,Count the number of heads of lettuce in this room.,0,8,21
1,23,27678080,Please tell me how many heads of lettuce there are somewhere in the room?,1,8,21
1,23,26557049,There are between 0 and 3 heads of lettuce in the room. How many are there?,2,8,21
1,23,193399553,Please tell me how many heads of lettuce are around here?,3,8,21
1,23,871089270,Please tell me how many forks there are somewhere in the room?,0,3,21
1,23,98279870,Count the number of forks in this room.,1,3,21
1,23,790914541,Count the number of forks in this room.,2,3,21
1,23,120868497,Please tell me how many forks there are somewhere in the room?,3,3,21
1,23,960099746,Count the number of plates in this room.,0,4,21
1,23,185663474,Please tell me how many plates there are somewhere in the room?,1,4,21
1,23,150492552,Please tell me how many plates are around here?,2,4,21
1,23,180293935,How many plates are there in the room?,3,4,21
1,23,790915501,Count the number of forks in this room.,0,3,21
1,23,710830237,Count the number of forks in this room.,1,3,21
1,23,488692435,Count the number of forks in this room.,2,3,21
1,23,894866642,Please tell me how many forks are around here?,3,3,21
1,24,717506031,There are between 0 and 3 eggs in the room. How many are there?,0,5,21
1,24,74915898,Count the number of eggs in this room.,1,5,21
1,24,464105629,Please tell me how many eggs there are somewhere in the room?,2,5,21
1,24,542026700,Please tell me how many eggs there are somewhere in the room?,3,5,21
1,24,779629464,Please tell me how many mugs there are somewhere in the room?,0,13,21
1,24,906623419,Please tell me how many mugs are around here?,1,13,21
1,24,840389991,How many mugs are there in the room?,2,13,21
1,24,551415267,Count the number of mugs in this room.,3,13,21
1,24,403798655,Please tell me how many spoons there are somewhere in the room?,0,1,21
1,24,660149429,How many spoons are there in the room?,1,1,21
1,24,11013625,There are between 0 and 3 spoons in the room. How many are there?,2,1,21
1,24,453185929,Please tell me how many spoons there are somewhere in the room?,3,1,21
1,24,188453527,Please tell me how many containers are around here?,0,11,21
1,24,989112790,How many containers are there in the room?,1,11,21
1,24,154133027,Count the number of containers in this room.,2,11,21
1,24,595205403,How many containers are there in the room?,3,11,21
1,24,690460169,There are between 0 and 3 eggs in the room. How many are there?,0,5,21
1,24,343577585,Please tell me how many eggs are around here?,1,5,21
1,24,808759464,How many eggs are there in the room?,2,5,21
1,24,747011860,Count the number of eggs in this room.,3,5,21
1,24,181146637,Count the number of spoons in this room.,0,1,21
1,24,2355933,There are between 0 and 3 spoons in the room. How many are there?,1,1,21
1,24,6258929,Count the number of spoons in this room.,2,1,21
1,24,1119823,Please tell me how many spoons are around here?,3,1,21
1,24,245836259,Count the number of eggs in this room.,0,5,21
1,24,408550496,Please tell me how many eggs are around here?,1,5,21
1,24,198814808,Count the number of eggs in this room.,2,5,21
1,24,659162817,There are between 0 and 3 eggs in the room. How many are there?,3,5,21
1,24,997073715,Count the number of potatoes in this room.,0,2,21
1,24,819126550,Please tell me how many potatoes there are somewhere in the room?,1,2,21
1,24,811465789,How many potatoes are there in the room?,2,2,21
1,24,959227103,There are between 0 and 3 potatoes in the room. How many are there?,3,2,21
1,24,383030462,Please tell me how many mugs there are somewhere in the room?,0,13,21
1,24,381011104,Please tell me how many mugs there are somewhere in the room?,1,13,21
1,24,504074228,There are between 0 and 3 mugs in the room. How many are there?,2,13,21
1,24,168823737,Please tell me how many mugs there are somewhere in the room?,3,13,21
1,24,198970953,Count the number of eggs in this room.,0,5,21
1,24,893073453,How many eggs are there in the room?,1,5,21
1,24,606505546,There are between 0 and 3 eggs in the room. How many are there?,2,5,21
1,24,914787184,Count the number of eggs in this room.,3,5,21
1,24,284351748,Please tell me how many containers there are somewhere in the room?,0,11,21
1,24,60440132,There are between 0 and 3 containers in the room. How many are there?,1,11,21
1,24,540396133,Please tell me how many containers there are somewhere in the room?,2,11,21
1,24,187702900,Please tell me how many containers are around here?,3,11,21
1,24,597669204,There are between 0 and 3 containers in the room. How many are there?,0,11,21
1,24,463606189,How many containers are there in the room?,1,11,21
1,24,241187675,Please tell me how many containers there are somewhere in the room?,2,11,21
1,24,279649062,Please tell me how many containers there are somewhere in the room?,3,11,21
1,24,45121445,Count the number of potatoes in this room.,0,2,21
1,24,484822103,Please tell me how many potatoes there are somewhere in the room?,1,2,21
1,24,618812923,There are between 0 and 3 potatoes in the room. How many are there?,2,2,21
1,24,90367727,How many potatoes are there in the room?,3,2,21
1,24,642110085,There are between 0 and 3 mugs in the room. How many are there?,0,13,21
1,24,975098658,Count the number of mugs in this room.,1,13,21
1,24,252568297,Please tell me how many mugs there are somewhere in the room?,2,13,21
1,24,828568555,Count the number of mugs in this room.,3,13,21
1,24,747784059,There are between 0 and 3 forks in the room. How many are there?,0,3,21
1,24,161856130,How many forks are there in the room?,1,3,21
1,24,84421141,Please tell me how many forks are around here?,2,3,21
1,24,223379860,Please tell me how many forks there are somewhere in the room?,3,3,21
1,24,995609148,Count the number of eggs in this room.,0,5,21
1,24,904908613,Please tell me how many eggs are around here?,1,5,21
1,24,945655542,How many eggs are there in the room?,2,5,21
1,24,970335520,How many eggs are there in the room?,3,5,21
1,25,872421536,How many potatoes are there in the room?,0,2,21
1,25,983063654,Please tell me how many potatoes there are somewhere in the room?,1,2,21
1,25,849624516,How many potatoes are there in the room?,2,2,21
1,25,214959717,There are between 0 and 3 potatoes in the room. How many are there?,3,2,21
1,25,296861586,How many mugs are there in the room?,0,13,21
1,25,241785995,Count the number of mugs in this room.,1,13,21
1,25,332297019,Count the number of mugs in this room.,2,13,21
1,25,726285527,Count the number of mugs in this room.,3,13,21
1,25,493666196,There are between 0 and 3 knives in the room. How many are there?,0,10,21
1,25,236826163,There are between 0 and 3 knives in the room. How many are there?,1,10,21
1,25,708724492,How many knives are there in the room?,2,10,21
1,25,908539116,Please tell me how many knives are around here?,3,10,21
1,25,676455650,Please tell me how many tomatoes there are somewhere in the room?,0,6,21
1,25,923143031,Please tell me how many tomatoes are around here?,1,6,21
1,25,509871464,Please tell me how many tomatoes there are somewhere in the room?,2,6,21
1,25,804357662,Please tell me how many tomatoes there are somewhere in the room?,3,6,21
1,25,341903729,Please tell me how many forks are around here?,0,3,21
1,25,737833920,How many forks are there in the room?,1,3,21
1,25,690348386,There are between 0 and 3 forks in the room. How many are there?,2,3,21
1,25,787875447,Please tell me how many forks there are somewhere in the room?,3,3,21
1,25,33022297,Please tell me how many loaves of bread there are somewhere in the room?,0,12,21
1,25,151675122,There are between 0 and 3 loaves of bread in the room. How many are there?,1,12,21
1,25,355433183,How many loaves of bread are there in the room?,2,12,21
1,25,943415462,Please tell me how many loaves of bread there are somewhere in the room?,3,12,21
1,25,678079490,There are between 0 and 3 mugs in the room. How many are there?,0,13,21
1,25,178597350,Count the number of mugs in this room.,1,13,21
1,25,119136953,Please tell me how many mugs there are somewhere in the room?,2,13,21
1,25,868018030,How many mugs are there in the room?,3,13,21
1,25,329467487,Count the number of loaves of bread in this room.,0,12,21
1,25,804609833,How many loaves of bread are there in the room?,1,12,21
1,25,85430966,How many loaves of bread are there in the room?,2,12,21
1,25,444142461,Count the number of loaves of bread in this room.,3,12,21
1,25,736925778,How many apples are there in the room?,0,9,21
1,25,885536174,There are between 0 and 3 apples in the room. How many are there?,1,9,21
1,25,5092980,There are between 0 and 3 apples in the room. How many are there?,2,9,21
1,25,301056080,Please tell me how many apples are around here?,3,9,21
1,25,300641404,Please tell me how many forks are around here?,0,3,21
1,25,910785720,How many forks are there in the room?,1,3,21
1,25,593519330,Please tell me how many forks are around here?,2,3,21
1,25,133605392,There are between 0 and 3 forks in the room. How many are there?,3,3,21
1,25,865979227,How many eggs are there in the room?,0,5,21
1,25,148881167,Count the number of eggs in this room.,1,5,21
1,25,891033913,Please tell me how many eggs there are somewhere in the room?,2,5,21
1,25,723717421,There are between 0 and 3 eggs in the room. How many are there?,3,5,21
1,25,495249884,Please tell me how many spoons there are somewhere in the room?,0,1,21
1,25,142300319,How many spoons are there in the room?,1,1,21
1,25,385323139,Please tell me how many spoons there are somewhere in the room?,2,1,21
1,25,739524100,Count the number of spoons in this room.,3,1,21
1,25,297825420,Please tell me how many plates there are somewhere in the room?,0,4,21
1,25,905818861,Please tell me how many plates there are somewhere in the room?,1,4,21
1,25,5633856,Count the number of plates in this room.,2,4,21
1,25,972618151,Please tell me how many plates there are somewhere in the room?,3,4,21
1,25,701939519,Please tell me how many potatoes are around here?,0,2,21
1,25,351169476,Count the number of potatoes in this room.,1,2,21
1,25,791070380,There are between 0 and 3 potatoes in the room. How many are there?,2,2,21
1,25,529260409,Please tell me how many potatoes are around here?,3,2,21
1,25,202703161,There are between 0 and 3 potatoes in the room. How many are there?,0,2,21
1,25,951405678,There are between 0 and 3 potatoes in the room. How many are there?,1,2,21
1,25,873104133,Count the number of potatoes in this room.,2,2,21
1,25,578028055,How many potatoes are there in the room?,3,2,21
1,25,166034393,Count the number of spoons in this room.,0,1,21
1,25,516562122,Please tell me how many spoons there are somewhere in the room?,1,1,21
1,25,553965351,Count the number of spoons in this room.,2,1,21
1,25,301686520,Please tell me how many spoons there are somewhere in the room?,3,1,21
1,26,556562423,How many bowls are there in the room?,0,7,21
1,26,987821303,Please tell me how many bowls are around here?,1,7,21
1,26,60144152,How many bowls are there in the room?,2,7,21
1,26,98986048,Please tell me how many bowls there are somewhere in the room?,3,7,21
1,26,840843018,Please tell me how many potatoes there are somewhere in the room?,0,2,21
1,26,385823517,Please tell me how many potatoes there are somewhere in the room?,1,2,21
1,26,982855547,Please tell me how many potatoes there are somewhere in the room?,2,2,21
1,26,332992829,There are between 0 and 3 potatoes in the room. How many are there?,3,2,21
1,26,661027677,Please tell me how many spoons there are somewhere in the room?,0,1,21
1,26,516742832,How many spoons are there in the room?,1,1,21
1,26,622261007,There are between 0 and 3 spoons in the room. How many are there?,2,1,21
1,26,315087339,There are between 0 and 3 spoons in the room. How many are there?,3,1,21
1,26,333399932,Count the number of eggs in this room.,0,5,21
1,26,471010944,Please tell me how many eggs there are somewhere in the room?,1,5,21
1,26,30962322,Please tell me how many eggs are around here?,2,5,21
1,26,91960072,Please tell me how many eggs there are somewhere in the room?,3,5,21
1,26,621106729,There are between 0 and 3 spoons in the room. How many are there?,0,1,21
1,26,156460972,There are between 0 and 3 spoons in the room. How many are there?,1,1,21
1,26,860663966,Please tell me how many spoons there are somewhere in the room?,2,1,21
1,26,99584629,Please tell me how many spoons there are somewhere in the room?,3,1,21
1,26,359665250,Please tell me how many knives there are somewhere in the room?,0,10,21
1,26,159032021,How many knives are there in the room?,1,10,21
1,26,496003725,There are between 0 and 3 knives in the room. How many are there?,2,10,21
1,26,133383513,How many knives are there in the room?,3,10,21
1,26,481252719,Please tell me how many forks there are somewhere in the room?,0,3,21
1,26,487078337,Please tell me how many forks there are somewhere in the room?,1,3,21
1,26,461373981,Count the number of forks in this room.,2,3,21
1,26,736137961,Please tell me how many forks are around here?,3,3,21
1,26,310545765,Please tell me how many mugs are around here?,0,13,21
1,26,940566523,Count the number of mugs in this room.,1,13,21
1,26,635226050,Please tell me how many mugs there are somewhere in the room?,2,13,21
1,26,358980849,Please tell me how many mugs there are somewhere in the room?,3,13,21
1,26,675630906,Please tell me how many plates are around here?,0,4,21
1,26,933246124,There are between 0 and 3 plates in the room. How many are there?,1,4,21
1,26,447538953,How many plates are there in the room?,2,4,21
1,26,182536411,Count the number of plates in this room.,3,4,21
1,26,628866138,Please tell me how many containers are around here?,0,11,21
1,26,428375680,There are between 0 and 3 containers in the room. How many are there?,1,11,21
1,26,937949721,How many containers are there in the room?,2,11,21
1,26,595319064,There are between 0 and 3 containers in the room. How many are there?,3,11,21
1,26,153944418,There are between 0 and 3 apples in the room. How many are there?,0,9,21
1,26,431450322,There are between 0 and 3 apples in the room. How many are there?,1,9,21
1,26,569514325,There are between 0 and 3 apples in the room. How many are there?,2,9,21
1,26,481954209,Count the number of apples in this room.,3,9,21
1,26,926174552,There are between 0 and 3 mugs in the room. How many are there?,0,13,21
1,26,319906634,Count the number of mugs in this room.,1,13,21
1,26,679774927,How many mugs are there in the room?,2,13,21
1,26,819930060,Please tell me how many mugs there are somewhere in the room?,3,13,21
1,26,645102250,Please tell me how many loaves of bread there are somewhere in the room?,0,12,21
1,26,733773977,How many loaves of bread are there in the room?,1,12,21
1,26,702039094,Please tell me how many loaves of bread are around here?,2,12,21
1,26,764093098,Please tell me how many loaves of bread there are somewhere in the room?,3,12,21
1,26,802230911,There are between 0 and 3 loaves of bread in the room. How many are there?,0,12,21
1,26,366793155,There are between 0 and 3 loaves of bread in the room. How many are there?,1,12,21
1,26,28162854,How many loaves of bread are there in the room?,2,12,21
1,26,546241222,There are between 0 and 3 loaves of bread in the room. How many are there?,3,12,21
1,26,937538006,There are between 0 and 3 plates in the room. How many are there?,0,4,21
1,26,921196048,How many plates are there in the room?,1,4,21
1,26,998257948,Count the number of plates in this room.,2,4,21
1,26,336488241,Please tell me how many plates are around here?,3,4,21
1,26,422561226,Count the number of mugs in this room.,0,13,21
1,26,677196178,How many mugs are there in the room?,1,13,21
1,26,674127134,How many mugs are there in the room?,2,13,21
1,26,858161259,How many mugs are there in the room?,3,13,21
1,27,60737889,Please tell me how many knives are around here?,0,10,21
1,27,922832002,There are between 0 and 3 knives in the room. How many are there?,1,10,21
1,27,419539542,How many knives are there in the room?,2,10,21
1,27,297410024,How many knives are there in the room?,3,10,21
1,27,266779137,There are between 0 and 3 plates in the room. How many are there?,0,4,21
1,27,491262132,Please tell me how many plates are around here?,1,4,21
1,27,248824778,Count the number of plates in this room.,2,4,21
1,27,248129593,Please tell me how many plates there are somewhere in the room?,3,4,21
1,27,749976086,Count the number of eggs in this room.,0,5,21
1,27,39693808,There are between 0 and 3 eggs in the room. How many are there?,1,5,21
1,27,751912618,How many eggs are there in the room?,2,5,21
1,27,529644405,There are between 0 and 3 eggs in the room. How many are there?,3,5,21
1,27,847355508,Please tell me how many eggs there are somewhere in the room?,0,5,21
1,27,109711383,There are between 0 and 3 eggs in the room. How many are there?,1,5,21
1,27,148331969,Please tell me how many eggs there are somewhere in the room?,2,5,21
1,27,565626738,There are between 0 and 3 eggs in the room. How many are there?,3,5,21
1,27,444554016,How many potatoes are there in the room?,0,2,21
1,27,248079762,Please tell me how many potatoes there are somewhere in the room?,1,2,21
1,27,680581479,Please tell me how many potatoes are around here?,2,2,21
1,27,484339286,There are between 0 and 3 potatoes in the room. How many are there?,3,2,21
1,27,155025867,Please tell me how many loaves of bread there are somewhere in the room?,0,12,21
1,27,800807875,There are between 0 and 3 loaves of bread in the room. How many are there?,1,12,21
1,27,440542148,Please tell me how many loaves of bread are around here?,2,12,21
1,27,803786575,Please tell me how many loaves of bread are around here?,3,12,21
1,27,609197045,How many plates are there in the room?,0,4,21
1,27,323133112,Count the number of plates in this room.,1,4,21
1,27,192925039,How many plates are there in the room?,2,4,21
1,27,33297815,How many plates are there in the room?,3,4,21
1,27,168853040,How many forks are there in the room?,0,3,21
1,27,443816595,There are between 0 and 3 forks in the room. How many are there?,1,3,21
1,27,438706344,Count the number of forks in this room.,2,3,21
1,27,227072669,Please tell me how many forks are around here?,3,3,21
1,27,928471833,There are between 0 and 3 potatoes in the room. How many are there?,0,2,21
1,27,51923513,Please tell me how many potatoes are around here?,1,2,21
1,27,779482314,Please tell me how many potatoes there are somewhere in the room?,2,2,21
1,27,344588244,Please tell me how many potatoes there are somewhere in the room?,3,2,21
1,27,329170570,How many containers are there in the room?,0,11,21
1,27,959040493,Please tell me how many containers there are somewhere in the room?,1,11,21
1,27,75864187,How many containers are there in the room?,2,11,21
1,27,995513556,There are between 0 and 3 containers in the room. How many are there?,3,11,21
1,27,908983068,Please tell me how many bowls are around here?,0,7,21
1,27,213132936,There are between 0 and 3 bowls in the room. How many are there?,1,7,21
1,27,393343242,Please tell me how many bowls are around here?,2,7,21
1,27,706527606,Please tell me how many bowls there are somewhere in the room?,3,7,21
1,27,89855102,Count the number of tomatoes in this room.,0,6,21
1,27,666996252,Count the number of tomatoes in this room.,1,6,21
1,27,589023066,How many tomatoes are there in the room?,2,6,21
1,27,316911910,Count the number of tomatoes in this room.,3,6,21
1,27,365806620,Please tell me how many spoons there are somewhere in the room?,0,1,21
1,27,987681915,How many spoons are there in the room?,1,1,21
1,27,687716174,Count the number of spoons in this room.,2,1,21
1,27,351154533,There are between 0 and 3 spoons in the room. How many are there?,3,1,21
1,27,76815675,Please tell me how many bowls there are somewhere in the room?,0,7,21
1,27,528364988,There are between 0 and 3 bowls in the room. How many are there?,1,7,21
1,27,778404085,Please tell me how many bowls there are somewhere in the room?,2,7,21
1,27,194084347,Please tell me how many bowls there are somewhere in the room?,3,7,21
1,27,512001810,Please tell me how many spoons are around here?,0,1,21
1,27,507608679,Please tell me how many spoons are around here?,1,1,21
