question_type,scene_number,seed,question,answer,object_id,container_id
2,7,530098389,Please tell me if there is a mug in a cabinet?,False,13,20
2,8,365281237,Can you find a potato in a cabinet?,True,2,20
2,8,840079151,Please tell me if there is a potato in a cabinet?,False,2,20
2,8,470812416,Can you find a tomato in the fridge?,True,6,19
2,8,676583225,Please tell me if there is a tomato in the fridge?,False,6,19
2,8,645441299,Can you find a potato in a cabinet?,True,2,20
2,8,422261496,Please tell me if there is a potato in a cabinet?,False,2,20
2,8,595404824,Is there a container in a cabinet?,True,11,20
2,8,735748554,Is there a container in a cabinet?,False,11,20
2,8,340503855,Please tell me if there is a tomato in a garbage can?,True,6,17
2,8,407761744,Is there a tomato in a garbage can?,False,6,17
2,8,6228747,Is there an egg in the microwave?,True,5,18
2,8,313408836,Can you find an egg in the microwave?,False,5,18
2,8,900407766,Please tell me if there is a potato in the fridge?,False,2,19
2,8,835867621,Is there a potato in the fridge?,True,2,19
2,8,710696723,Please tell me if there is an egg in the microwave?,True,5,18
2,8,30890805,I think there is an egg in the microwave. Is that correct?,False,5,18
2,9,121746815,Please tell me if there is a potato in a garbage can?,True,2,17
2,9,855442915,Is there a potato in a garbage can?,False,2,17
2,9,462846367,Is there a potato in a cabinet?,True,2,20
2,9,821588000,Is there a potato in a cabinet?,False,2,20
2,9,229941747,I think there is an egg in the microwave. Is that correct?,True,5,18
2,9,338735351,Please tell me if there is an egg in the microwave?,False,5,18
2,9,335258120,Is there a spoon in a cabinet?,True,1,20
2,9,282827811,Can you find a spoon in a cabinet?,False,1,20
2,9,728575626,Is there an egg in the microwave?,True,5,18
2,9,215229898,Can you find an egg in the microwave?,False,5,18
2,9,249589924,Please tell me if there is a mug in the microwave?,True,13,18
2,9,418930304,I think there is a mug in the microwave. Is that correct?,False,13,18
2,9,395781740,Please tell me if there is an egg in a garbage can?,True,5,17
2,9,726055241,Is there an egg in a garbage can?,False,5,17
2,9,61735514,Please tell me if there is a loaf of bread in the microwave?,True,12,18
2,9,982028261,Is there a loaf of bread in the microwave?,False,12,18
2,10,500764825,Please tell me if there is an apple in a garbage can?,True,9,17
2,10,42765806,I think there is an apple in a garbage can. Is that correct?,False,9,17
2,10,434708766,Is there an egg in a garbage can?,True,5,17
2,10,128035390,Can you find an egg in a garbage can?,False,5,17
2,10,758672191,Can you find an egg in a garbage can?,True,5,17
2,10,857736979,Can you find an egg in a garbage can?,False,5,17
2,10,139401640,Can you find a loaf of bread in a garbage can?,True,12,17
2,10,364288362,Can you find a loaf of bread in a garbage can?,False,12,17
2,10,80314220,Can you find an egg in the fridge?,True,5,19
2,10,400848781,Is there an egg in the fridge?,False,5,19
2,10,203502251,Is there a fork in a cabinet?,True,3,20
2,10,65612787,Please tell me if there is a fork in a cabinet?,False,3,20
2,10,595567114,I think there is a bowl in the microwave. Is that correct?,True,7,18
2,10,761284272,I think there is a bowl in the microwave. Is that correct?,False,7,18
2,10,273765343,Can you find a plate in the microwave?,True,4,18
2,10,637681825,Is there a plate in the microwave?,False,4,18
2,11,39062698,Is there a potato in the fridge?,True,2,19
2,11,935378651,I think there is a potato in the fridge. Is that correct?,False,2,19
2,11,358445083,Is there a container in the microwave?,True,11,18
2,11,234677341,Is there a container in the microwave?,False,11,18
2,11,864630716,Can you find an egg in a garbage can?,True,5,17
2,11,448596921,Please tell me if there is an egg in a garbage can?,False,5,17
2,11,595111519,Can you find a potato in the fridge?,False,2,19
2,11,926189465,Please tell me if there is a potato in the fridge?,True,2,19
2,11,484294365,Can you find an egg in the microwave?,True,5,18
2,11,965615094,Can you find an egg in the microwave?,False,5,18
2,11,233821588,Can you find an egg in the microwave?,True,5,18
2,11,919949439,Can you find an egg in the microwave?,False,5,18
2,11,708588854,Is there a potato in the microwave?,True,2,18
2,11,964474333,I think there is a potato in the microwave. Is that correct?,False,2,18
2,11,864186358,Can you find an egg in the microwave?,True,5,18
2,11,56789452,Is there an egg in the microwave?,False,5,18
2,12,168187703,Is there a potato in the microwave?,True,2,18
2,12,728316666,I think there is a potato in the microwave. Is that correct?,False,2,18
2,12,686061231,Can you find a potato in a cabinet?,True,2,20
2,12,246711863,Can you find a potato in a cabinet?,False,2,20
2,12,210729921,I think there is an egg in a garbage can. Is that correct?,True,5,17
2,12,878585779,Can you find an egg in a garbage can?,False,5,17
2,12,428405181,Is there a bowl in the fridge?,True,7,19
2,12,389617491,Please tell me if there is a bowl in the fridge?,False,7,19
2,12,968005345,Is there a head of lettuce in the fridge?,True,8,19
2,12,112941485,Please tell me if there is a head of lettuce in the fridge?,False,8,19
2,12,150503354,I think there is a mug in a cabinet. Is that correct?,True,13,20
2,12,918239387,Please tell me if there is a mug in a cabinet?,False,13,20
2,12,821403005,I think there is a spoon in a cabinet. Is that correct?,True,1,20
2,12,124782673,I think there is a spoon in a cabinet. Is that correct?,False,1,20
2,12,11767894,Please tell me if there is a bowl in a cabinet?,True,7,20
2,12,435420299,Please tell me if there is a bowl in a cabinet?,False,7,20
2,13,759770770,Is there a mug in a cabinet?,True,13,20
2,13,372497219,I think there is a mug in a cabinet. Is that correct?,False,13,20
2,13,226852642,I think there is a loaf of bread in the microwave. Is that correct?,True,12,18
2,13,192903069,Can you find a loaf of bread in the microwave?,False,12,18
2,13,449305197,I think there is a knife in a cabinet. Is that correct?,True,10,20
2,13,529060959,Can you find a knife in a cabinet?,False,10,20
2,13,351779536,Can you find a knife in a cabinet?,True,10,20
2,13,123914449,Can you find a knife in a cabinet?,False,10,20
2,13,681761695,Can you find a potato in the fridge?,False,2,19
2,13,535498778,I think there is a potato in the fridge. Is that correct?,True,2,19
2,13,653377400,I think there is an egg in a garbage can. Is that correct?,True,5,17
2,13,257136162,I think there is an egg in a garbage can. Is that correct?,False,5,17
2,13,246132669,Can you find a head of lettuce in the fridge?,True,8,19
2,13,86615415,I think there is a head of lettuce in the fridge. Is that correct?,False,8,19
2,13,878196623,Is there a potato in the microwave?,True,2,18
2,13,421740022,Can you find a potato in the microwave?,False,2,18
2,14,290382944,Please tell me if there is a potato in a garbage can?,True,2,17
2,14,222282991,Is there a potato in a garbage can?,False,2,17
2,14,748256182,Please tell me if there is a potato in the fridge?,True,2,19
2,14,814730555,Can you find a potato in the fridge?,False,2,19
2,14,869467919,Please tell me if there is a potato in the microwave?,True,2,18
2,14,340537095,Is there a potato in the microwave?,False,2,18
2,14,616197030,Please tell me if there is a loaf of bread in a garbage can?,True,12,17
2,14,521163124,Is there a loaf of bread in a garbage can?,False,12,17
2,14,244683962,Please tell me if there is an egg in a garbage can?,True,5,17
2,14,406075859,Is there an egg in a garbage can?,False,5,17
2,14,631567517,Please tell me if there is an egg in a garbage can?,True,5,17
2,14,376395792,I think there is an egg in a garbage can. Is that correct?,False,5,17
2,14,937040000,Please tell me if there is a potato in the microwave?,True,2,18
2,14,763683198,Is there a potato in the microwave?,False,2,18
2,14,71585275,Please tell me if there is a mug in the microwave?,True,13,18
2,14,520388772,Can you find a mug in the microwave?,False,13,18
2,15,341274363,Can you find a tomato in a garbage can?,True,6,17
2,15,303754083,Can you find a tomato in a garbage can?,False,6,17
2,15,735226195,Can you find an egg in the microwave?,True,5,18
2,15,582050567,Can you find an egg in the microwave?,False,5,18
2,15,544013348,Can you find an egg in the fridge?,True,5,19
2,15,955656763,Please tell me if there is an egg in the fridge?,False,5,19
2,15,663289596,Please tell me if there is a tomato in a garbage can?,True,6,17
2,15,903165294,Is there a tomato in a garbage can?,False,6,17
2,15,833393743,Please tell me if there is an apple in a garbage can?,True,9,17
2,15,118753512,I think there is an apple in a garbage can. Is that correct?,False,9,17
2,15,797546943,I think there is a head of lettuce in the fridge. Is that correct?,False,8,19
2,15,273786833,Please tell me if there is a head of lettuce in the fridge?,True,8,19
2,15,329623987,Can you find a mug in a cabinet?,True,13,20
2,15,611072991,Can you find a mug in a cabinet?,False,13,20
2,15,220642023,Can you find a potato in a garbage can?,True,2,17
2,15,591562791,Please tell me if there is a potato in a garbage can?,False,2,17
2,16,49224603,Please tell me if there is an egg in the microwave?,True,5,18
2,16,613883942,Is there an egg in the microwave?,False,5,18
2,16,489535181,Please tell me if there is a loaf of bread in the microwave?,True,12,18
2,16,466724742,Can you find a loaf of bread in the microwave?,False,12,18
2,16,350013768,Please tell me if there is a loaf of bread in the fridge?,True,12,19
2,16,784503267,Please tell me if there is a loaf of bread in the fridge?,False,12,19
2,16,105873455,Can you find an egg in a garbage can?,True,5,17
2,16,663044593,Can you find an egg in a garbage can?,False,5,17
2,16,750414663,Can you find an egg in a garbage can?,True,5,17
2,16,425679992,I think there is an egg in a garbage can. Is that correct?,False,5,17
2,16,617190070,Can you find a spoon in a cabinet?,True,1,20
2,16,398004462,I think there is a spoon in a cabinet. Is that correct?,False,1,20
2,16,192375628,I think there is a mug in the microwave. Is that correct?,True,13,18
2,16,298864614,Is there a mug in the microwave?,False,13,18
2,16,145462123,Can you find a tomato in a garbage can?,True,6,17
2,16,794829222,I think there is a tomato in a garbage can. Is that correct?,False,6,17
2,17,587974711,Please tell me if there is a potato in a cabinet?,True,2,20
2,17,696554864,Please tell me if there is a potato in a cabinet?,False,2,20
2,17,162478256,Is there a container in a cabinet?,True,11,20
2,17,264093980,Is there a container in a cabinet?,False,11,20
2,17,245491663,Can you find a container in the fridge?,True,11,19
2,17,56703220,I think there is a container in the fridge. Is that correct?,False,11,19
2,17,69747888,Is there an egg in a garbage can?,True,5,17
2,17,148712918,I think there is an egg in a garbage can. Is that correct?,False,5,17
2,17,256952261,I think there is an egg in the microwave. Is that correct?,True,5,18
2,17,844061869,Can you find an egg in the microwave?,False,5,18
2,17,769648528,Please tell me if there is a knife in a cabinet?,True,10,20
2,17,931707609,Can you find a knife in a cabinet?,False,10,20
2,17,276434802,Please tell me if there is a knife in a cabinet?,True,10,20
2,17,451196985,Is there a knife in a cabinet?,False,10,20
2,17,512167327,Please tell me if there is a mug in the microwave?,True,13,18
2,17,829183343,Please tell me if there is a mug in the microwave?,False,13,18
2,18,916057416,Can you find a mug in a cabinet?,True,13,20
2,18,570718110,Please tell me if there is a mug in a cabinet?,False,13,20
2,18,177568925,Can you find a loaf of bread in the fridge?,True,12,19
2,18,239825621,Is there a loaf of bread in the fridge?,False,12,19
2,18,863227910,Can you find a plate in the microwave?,True,4,18
2,18,664226341,Please tell me if there is a plate in the microwave?,False,4,18
2,18,922027260,Can you find a knife in a cabinet?,True,10,20
2,18,55236224,Please tell me if there is a knife in a cabinet?,False,10,20
2,18,457792327,Can you find a knife in a cabinet?,True,10,20
2,18,378114052,I think there is a knife in a cabinet. Is that correct?,False,10,20
2,18,299440277,Please tell me if there is an apple in a garbage can?,True,9,17
2,18,100113735,I think there is an apple in a garbage can. Is that correct?,False,9,17
2,18,434457895,Please tell me if there is a bowl in the fridge?,True,7,19
2,18,584847785,Please tell me if there is a bowl in the fridge?,False,7,19
2,18,635164193,Is there a container in the microwave?,True,11,18
2,18,794747147,Please tell me if there is a container in the microwave?,False,11,18
2,19,576407512,Is there a mug in a cabinet?,True,13,20
2,19,605611383,Is there a mug in a cabinet?,False,13,20
2,19,518107653,Is there a plate in a cabinet?,True,4,20
2,19,625990862,I think there is a plate in a cabinet. Is that correct?,False,4,20
2,19,919584015,Can you find an egg in the microwave?,True,5,18
2,19,945195448,Please tell me if there is an egg in the microwave?,False,5,18
2,19,893858243,Please tell me if there is an apple in a garbage can?,True,9,17
2,19,399352557,I think there is an apple in a garbage can. Is that correct?,False,9,17
2,19,119848086,Is there a potato in the fridge?,True,2,19
2,19,265774707,I think there is a potato in the fridge. Is that correct?,False,2,19
2,19,800036,Is there a head of lettuce in the fridge?,True,8,19
2,19,261990544,Is there a head of lettuce in the fridge?,False,8,19
2,19,66531920,Is there an egg in a garbage can?,True,5,17
2,19,440978297,Can you find an egg in a garbage can?,False,5,17
2,19,374997041,Is there a container in the fridge?,True,11,19
2,19,115403577,Can you find a container in the fridge?,False,11,19
2,20,167709687,Is there a bowl in the fridge?,True,7,19
2,20,333908866,Can you find a bowl in the fridge?,False,7,19
2,20,768186929,I think there is an apple in the fridge. Is that correct?,False,9,19
2,20,892425448,Is there an apple in the fridge?,True,9,19
2,20,361048521,Is there a loaf of bread in a garbage can?,True,12,17
2,20,114636520,Is there a loaf of bread in a garbage can?,False,12,17
2,20,401431583,Please tell me if there is a plate in the microwave?,True,4,18
2,20,892597542,I think there is a plate in the microwave. Is that correct?,False,4,18
2,20,966030826,Please tell me if there is an egg in the microwave?,True,5,18
2,20,951149214,Please tell me if there is an egg in the microwave?,False,5,18
2,20,341008771,Is there a container in a cabinet?,True,11,20
2,20,546534360,Is there a container in a cabinet?,False,11,20
2,20,363393441,Can you find a bowl in the fridge?,True,7,19
2,20,440867781,Can you find a bowl in the fridge?,False,7,19
2,20,436045492,Can you find a loaf of bread in the microwave?,True,12,18
2,20,206635140,Can you find a loaf of bread in the microwave?,False,12,18
2,21,152874598,Is there a bowl in a cabinet?,True,7,20
2,21,999756044,I think there is a bowl in a cabinet. Is that correct?,False,7,20
2,21,534499474,Can you find a potato in the microwave?,True,2,18
2,21,246349753,Is there a potato in the microwave?,False,2,18
2,21,276748922,Can you find a potato in a cabinet?,True,2,20
2,21,315721972,I think there is a potato in a cabinet. Is that correct?,False,2,20
2,21,343925594,Can you find a tomato in a garbage can?,True,6,17
2,21,748916414,Please tell me if there is a tomato in a garbage can?,False,6,17
2,21,60091419,Is there a loaf of bread in the microwave?,True,12,18
2,21,420223773,Can you find a loaf of bread in the microwave?,False,12,18
2,21,952767930,I think there is a loaf of bread in the fridge. Is that correct?,False,12,19
2,21,196220565,Is there a loaf of bread in the fridge?,True,12,19
2,21,57541157,I think there is a potato in a garbage can. Is that correct?,True,2,17
2,21,487085477,Is there a potato in a garbage can?,False,2,17
2,21,245427282,Please tell me if there is a mug in a cabinet?,True,13,20
2,21,214725774,Is there a mug in a cabinet?,False,13,20
2,22,535747561,Please tell me if there is an egg in a garbage can?,True,5,17
2,22,951985090,I think there is an egg in a garbage can. Is that correct?,False,5,17
2,22,379132682,Please tell me if there is a plate in a cabinet?,True,4,20
2,22,622697138,I think there is a plate in a cabinet. Is that correct?,False,4,20
2,22,586663913,Is there an egg in the microwave?,True,5,18
2,22,707614010,I think there is an egg in the microwave. Is that correct?,False,5,18
2,22,7814791,Can you find an apple in the fridge?,False,9,19
2,22,577674394,Can you find an apple in the fridge?,True,9,19
2,22,99739445,Please tell me if there is a knife in a cabinet?,True,10,20
2,22,383941593,Can you find a knife in a cabinet?,False,10,20
2,22,148696121,Can you find a potato in the microwave?,True,2,18
2,22,76545518,Please tell me if there is a potato in the microwave?,False,2,18
2,22,820623587,Is there a head of lettuce in the fridge?,True,8,19
2,22,638252021,Is there a head of lettuce in the fridge?,False,8,19
2,22,732166369,Can you find a container in a cabinet?,True,11,20
2,22,992810984,Can you find a container in a cabinet?,False,11,20
2,23,698912478,I think there is an egg in the fridge. Is that correct?,True,5,19
2,23,427013342,I think there is an egg in the fridge. Is that correct?,False,5,19
2,23,672813544,I think there is a loaf of bread in the microwave. Is that correct?,True,12,18
2,23,253136748,I think there is a loaf of bread in the microwave. Is that correct?,False,12,18
2,23,475783592,Can you find an egg in the microwave?,True,5,18
2,23,169433740,Can you find an egg in the microwave?,False,5,18
2,23,399108847,I think there is a loaf of bread in the microwave. Is that correct?,True,12,18
2,23,220838320,Is there a loaf of bread in the microwave?,False,12,18
2,23,78105853,Can you find a tomato in a garbage can?,True,6,17
2,23,585351121,Is there a tomato in a garbage can?,False,6,17
2,23,399997252,Is there an egg in the fridge?,True,5,19
2,23,13454987,I think there is an egg in the fridge. Is that correct?,False,5,19
2,23,159640513,I think there is a loaf of bread in a garbage can. Is that correct?,True,12,17
2,23,908109369,I think there is a loaf of bread in a garbage can. Is that correct?,False,12,17
2,23,422651350,I think there is a bowl in a cabinet. Is that correct?,True,7,20
2,23,292054032,Please tell me if there is a bowl in a cabinet?,False,7,20
2,24,320087631,Please tell me if there is an apple in a garbage can?,True,9,17
2,24,313751087,Please tell me if there is an apple in a garbage can?,False,9,17
2,24,535390992,I think there is an egg in the microwave. Is that correct?,True,5,18
2,24,141408947,I think there is an egg in the microwave. Is that correct?,False,5,18
2,24,588045190,I think there is a tomato in a garbage can. Is that correct?,True,6,17
2,24,421711673,I think there is a tomato in a garbage can. Is that correct?,False,6,17
2,24,379866148,Is there an apple in a garbage can?,True,9,17
2,24,716774419,Please tell me if there is an apple in a garbage can?,False,9,17
2,24,251371643,Can you find a head of lettuce in the fridge?,False,8,19
2,24,700231363,Is there a head of lettuce in the fridge?,True,8,19
2,24,596612941,Can you find a bowl in a cabinet?,True,7,20
2,24,850188172,Can you find a bowl in a cabinet?,False,7,20
2,24,626554049,Is there a mug in the fridge?,True,13,19
2,24,744534629,Please tell me if there is a mug in the fridge?,False,13,19
2,24,555365178,Is there an egg in a garbage can?,True,5,17
2,24,772189726,I think there is an egg in a garbage can. Is that correct?,False,5,17
2,25,318538856,I think there is an apple in a garbage can. Is that correct?,True,9,17
2,25,887942220,Can you find an apple in a garbage can?,False,9,17
2,25,625531000,I think there is an apple in a garbage can. Is that correct?,True,9,17
2,25,97737295,Is there an apple in a garbage can?,False,9,17
2,25,346329232,Can you find a potato in the fridge?,True,2,19
2,25,674662334,Is there a potato in the fridge?,False,2,19
2,25,321567377,I think there is a bowl in a cabinet. Is that correct?,True,7,20
2,25,309556261,I think there is a bowl in a cabinet. Is that correct?,False,7,20
2,25,116537160,Can you find a loaf of bread in a garbage can?,True,12,17
2,25,732246359,I think there is a loaf of bread in a garbage can. Is that correct?,False,12,17
2,25,893629327,Can you find an apple in a garbage can?,True,9,17
2,25,877115643,Please tell me if there is an apple in a garbage can?,False,9,17
2,25,608357952,I think there is a potato in the microwave. Is that correct?,True,2,18
2,25,446400628,Is there a potato in the microwave?,False,2,18
2,25,460477689,Can you find a knife in a cabinet?,True,10,20
2,25,890828405,Please tell me if there is a knife in a cabinet?,False,10,20
2,26,968165619,Can you find a mug in the microwave?,True,13,18
2,26,792639560,Can you find a mug in the microwave?,False,13,18
2,26,577476027,Can you find a loaf of bread in a garbage can?,True,12,17
2,26,256783103,Can you find a loaf of bread in a garbage can?,False,12,17
2,26,521263270,I think there is a knife in a cabinet. Is that correct?,True,10,20
2,26,295898666,I think there is a knife in a cabinet. Is that correct?,False,10,20
2,26,838186896,I think there is an egg in the microwave. Is that correct?,True,5,18
2,26,902670982,Is there an egg in the microwave?,False,5,18
2,26,798691518,Can you find a tomato in the fridge?,True,6,19
2,26,974610756,Please tell me if there is a tomato in the fridge?,False,6,19
2,26,285874574,I think there is an apple in a garbage can. Is that correct?,True,9,17
2,26,933275840,Please tell me if there is an apple in a garbage can?,False,9,17
2,26,439524009,Can you find a tomato in a garbage can?,True,6,17
2,26,299076695,I think there is a tomato in a garbage can. Is that correct?,False,6,17
2,26,628575718,Please tell me if there is a plate in the fridge?,True,4,19
2,26,416989445,Is there a plate in the fridge?,False,4,19
2,27,344034810,I think there is a potato in a garbage can. Is that correct?,True,2,17
2,27,639834337,Can you find a potato in a garbage can?,False,2,17
2,27,754387408,I think there is a potato in the fridge. Is that correct?,True,2,19
2,27,660061200,Please tell me if there is a potato in the fridge?,False,2,19
2,27,585435622,Can you find a plate in the fridge?,True,4,19
2,27,493609240,Can you find a plate in the fridge?,False,4,19
2,27,364599029,Can you find a potato in the microwave?,True,2,18
2,27,513178715,Can you find a potato in the microwave?,False,2,18
2,27,225563626,Please tell me if there is an apple in a garbage can?,True,9,17
2,27,558207455,I think there is an apple in a garbage can. Is that correct?,False,9,17
2,27,175180745,I think there is a tomato in a garbage can. Is that correct?,True,6,17
2,27,810635756,Please tell me if there is a tomato in a garbage can?,False,6,17
2,27,205411759,Please tell me if there is an egg in the microwave?,True,5,18
2,27,75818704,Can you find an egg in the microwave?,False,5,18
2,27,627918875,I think there is a tomato in a garbage can. Is that correct?,True,6,17
2,27,309136253,Can you find a tomato in a garbage can?,False,6,17
2,28,43225734,Can you find a mug in the fridge?,False,13,19
2,28,687838286,I think there is a mug in the fridge. Is that correct?,True,13,19
2,28,109695359,Please tell me if there is a knife in a cabinet?,True,10,20
2,28,269584660,Can you find a knife in a cabinet?,False,10,20
2,28,556344687,I think there is an egg in the microwave. Is that correct?,True,5,18
2,28,470024702,I think there is an egg in the microwave. Is that correct?,False,5,18
2,28,229679030,Please tell me if there is a loaf of bread in a garbage can?,True,12,17
2,28,726707761,Is there a loaf of bread in a garbage can?,False,12,17
2,28,938438422,Is there a container in the microwave?,True,11,18
2,28,936486543,Please tell me if there is a container in the microwave?,False,11,18
2,28,105005714,Can you find a mug in a cabinet?,True,13,20
2,28,206665226,Can you find a mug in a cabinet?,False,13,20
2,28,133145471,I think there is a container in the fridge. Is that correct?,True,11,19
2,28,655321275,Please tell me if there is a container in the fridge?,False,11,19
2,28,374169122,Can you find a mug in the microwave?,True,13,18
2,28,427177611,I think there is a mug in the microwave. Is that correct?,False,13,18
2,29,795492139,Is there a spoon in a cabinet?,True,1,20
2,29,802750948,Please tell me if there is a spoon in a cabinet?,False,1,20
2,29,305632667,Please tell me if there is a mug in a cabinet?,True,13,20
2,29,677102502,I think there is a mug in a cabinet. Is that correct?,False,13,20
2,29,57914141,Please tell me if there is a mug in a cabinet?,True,13,20
2,29,451808518,Please tell me if there is a mug in a cabinet?,False,13,20
2,29,746163173,Can you find a tomato in a garbage can?,True,6,17
2,29,917931908,Please tell me if there is a tomato in a garbage can?,False,6,17
2,29,671617178,Is there a bowl in the fridge?,False,7,19
2,29,80990590,Is there a bowl in the fridge?,True,7,19
2,29,818031487,I think there is a container in the fridge. Is that correct?,True,11,19
2,29,410978580,Please tell me if there is a container in the fridge?,False,11,19
2,29,330105409,Can you find a fork in a cabinet?,True,3,20
2,29,997660661,Is there a fork in a cabinet?,False,3,20
2,29,510958365,Is there a potato in the microwave?,True,2,18
2,29,749812301,I think there is a potato in the microwave. Is that correct?,False,2,18
2,30,35514537,Can you find a mug in the microwave?,True,13,18
2,30,878613168,I think there is a mug in the microwave. Is that correct?,False,13,18
2,30,871187478,I think there is an egg in a garbage can. Is that correct?,True,5,17
2,30,651072005,Please tell me if there is an egg in a garbage can?,False,5,17
2,30,646429459,I think there is a loaf of bread in the microwave. Is that correct?,True,12,18
2,30,535011451,Is there a loaf of bread in the microwave?,False,12,18
2,30,257185076,Is there a tomato in a garbage can?,True,6,17
2,30,808791911,Can you find a tomato in a garbage can?,False,6,17
2,30,717408108,I think there is a knife in a cabinet. Is that correct?,True,10,20
2,30,512192912,Is there a knife in a cabinet?,False,10,20
2,30,100680192,Please tell me if there is a plate in a cabinet?,True,4,20
2,30,667087227,Is there a plate in a cabinet?,False,4,20
2,30,855144840,I think there is a fork in a cabinet. Is that correct?,True,3,20
2,30,578867260,Can you find a fork in a cabinet?,False,3,20
2,30,847045815,Can you find a plate in the microwave?,True,4,18
2,30,248705701,Can you find a plate in the microwave?,False,4,18
2,6,100644921,Is there a mug in the fridge?,True,13,19
2,6,446703354,Can you find a mug in the fridge?,False,13,19
2,6,782482720,Please tell me if there is a fork in a cabinet?,True,3,20
2,6,167261848,Can you find a fork in a cabinet?,False,3,20
2,6,816883849,Please tell me if there is a mug in the fridge?,True,13,19
2,6,489205802,Can you find a mug in the fridge?,False,13,19
2,6,73218913,Can you find a mug in the fridge?,True,13,19
2,6,855342587,Is there a mug in the fridge?,False,13,19
2,6,547144984,Can you find a potato in a cabinet?,True,2,20
2,6,586545432,I think there is a potato in a cabinet. Is that correct?,False,2,20
2,6,555182619,Please tell me if there is a knife in a cabinet?,True,10,20
2,6,316932634,Please tell me if there is a knife in a cabinet?,False,10,20
2,6,677203473,I think there is a spoon in a cabinet. Is that correct?,False,1,20
2,6,938742784,I think there is a spoon in a cabinet. Is that correct?,True,1,20
2,6,456705004,Is there a fork in a cabinet?,True,3,20
2,6,84835527,Can you find a fork in a cabinet?,False,3,20
2,7,56980041,Is there an egg in a garbage can?,True,5,17
2,7,271094549,Can you find an egg in a garbage can?,False,5,17
2,7,158919820,Is there an egg in a garbage can?,True,5,17
2,7,264861904,Please tell me if there is an egg in a garbage can?,False,5,17
2,7,931475082,Can you find a container in the microwave?,True,11,18
2,7,736757224,Can you find a container in the microwave?,False,11,18
2,7,696628940,Can you find a mug in a cabinet?,True,13,20
2,7,324479234,Is there a mug in a cabinet?,False,13,20
2,7,637211658,Please tell me if there is an egg in a garbage can?,True,5,17
2,7,383936289,Can you find an egg in a garbage can?,False,5,17
2,7,171753117,Please tell me if there is a loaf of bread in a garbage can?,True,12,17
2,7,334987565,Please tell me if there is a loaf of bread in a garbage can?,False,12,17
2,7,288054655,Can you find a mug in the fridge?,True,13,19
2,7,381821774,Is there a mug in the fridge?,False,13,19
2,7,12410403,Can you find a fork in a cabinet?,True,3,20
2,7,299607320,Is there a fork in a cabinet?,False,3,20
2,8,394669134,I think there is a tomato in a garbage can. Is that correct?,True,6,17
2,8,113150701,Is there a tomato in a garbage can?,False,6,17
2,8,258666588,Is there a knife in a cabinet?,True,10,20
2,8,778049564,Is there a knife in a cabinet?,False,10,20
2,8,54466972,Is there a potato in the fridge?,True,2,19
2,8,866598147,Can you find a potato in the fridge?,False,2,19
2,8,811145556,Is there a container in a cabinet?,True,11,20
2,8,156040214,I think there is a container in a cabinet. Is that correct?,False,11,20
2,8,278218978,Can you find a head of lettuce in the fridge?,False,8,19
2,8,303318743,Can you find a head of lettuce in the fridge?,True,8,19
2,8,72550330,Can you find a plate in a cabinet?,True,4,20
2,8,660517865,Please tell me if there is a plate in a cabinet?,False,4,20
2,8,375104947,I think there is a mug in the fridge. Is that correct?,True,13,19
2,8,565638149,Is there a mug in the fridge?,False,13,19
2,8,122591558,Is there a plate in the microwave?,True,4,18
